review_sample_id,evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,context_before,context_after,response_latency_hours,extractor_confidence,information_quality,duplication_status,human_decision,human_evidence_category,human_description,human_notes
REV-0237,EV-285b960b1d75,APP-02168,LOG-015153,2024-12-07 00:00:00,withdrawal_statement,candidate_facing,"I've decided to withdraw from this opportunity, thank you for the time and consideration.",withdrawal_language,Communication contains explicit withdrawal or declination language.,"Hey, got it, will do.",,5.2,0.75,high,repeated_but_usable,PENDING,,,
REV-0238,EV-bac7c12b53db,APP-02172,LOG-015183,2024-09-07 00:00:00,candidate_message,candidate_facing,"trying to work out my notice period, might psuh the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",Discussed notice period - candidate's current emploeyr requesting longer transition. Will follow up early next week.,Discussed notice period - candidate's current employer requesting longer transition. Nothing further to add right now.,42.5,0.6,high,repeated_but_usable,PENDING,,,
REV-0239,EV-57b28a67e950,APP-02176,LOG-015208,2024-04-07 00:00:00,candidate_message,candidate_facing,any update on the background check? just waant to plan around it.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,,is the delay normal? getting a little anxious abotu the timing. Thanks,1.8,0.6,high,same_application_duplicate,PENDING,,,
REV-0240,EV-ee182295b21e,APP-02176,LOG-015212,2024-04-25 00:00:00,candidate_message,candidate_facing,is the delay normal? gettting a little anxious about the timing.,process_delay,Communication references a delay in the recruitment process.,"Note: background check still processing, notified candidate of delay.",is the delay normal? getting a...,27.8,0.6,high,repeated_but_usable,PENDING,,,
REV-0241,EV-24ad6fb33fc7,APP-02182,LOG-015244,2025-06-17 00:00:00,candidate_message,candidate_facing,"Hey, sounds good...",responsiveness,"Candidate gives a brief, low-elaboration response.",Candidate slower to respond than earlier in process. Short replies. Will follow up ealry next week.,Candidate slower to respond than earlier in process. Short replies. Nothing further to add right now.,18.0,0.45,low,unique,PENDING,,,
REV-0242,EV-eade44e8bb1a,APP-02194,LOG-015320,2025-04-14 00:00:00,candidate_message,candidate_facing,"Hello, the scope sounds a little different than what we discussed earlier.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,"Hi there, the scope sounds a litte different than wht we discussed earlier.",Clarified updated role scope with candidate afer client changed requirements. Flagging for visibility.,4.2,0.6,high,repeated_but_usable,PENDING,,,
REV-0243,EV-fbc025d6599f,APP-02196,LOG-015328,2024-11-12 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,"Quick note - discussed shift schedule concerns wih candidate, checked with client on flexibility. Keeping an eye on this one.","Discussed shift schedule concerns with candidate, checked with client on flexibility.",9.4,0.6,medium,same_application_duplicate,PENDING,,,
REV-0244,EV-344644837c14,APP-02201,LOG-015357,2024-11-11 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,"Hello, juts checking, did the offer letter go out yet?","haven't seen anything in my inbox, wnted to follow up.",5.6,0.45,medium,same_application_duplicate,PENDING,,,
REV-0245,EV-b67a1e011556,APP-02203,LOG-015367,2024-06-06 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, just to double check, just making sure nothing got lost. TY",process_delay,Communication references a delay in the recruitment process.,"Hey, juust checking, did the offer letter go out yet? TY","Sent candidate an update on offer letter timeline, they were understanding.",6.8,0.6,high,same_application_duplicate,PENDING,,,
REV-0246,EV-22d811c1ca1c,APP-02204,LOG-015377,2024-11-30 00:00:00,recruiter_note,internal,Note: candidate said compensation was 'not a concern' but asked about job security three separate times.,compensation_concern,Candidate raises a question or concern about compensation.,Candidte said compensation was 'not a concern' but asked about job security three separate times. Will follow up early next week.,had a conversation come up that I need to think through.,33.3,0.6,high,repeated_but_usable,PENDING,,,
REV-0247,EV-3d1855bd6c30,APP-02211,LOG-015414,2024-03-06 00:00:00,candidate_message,candidate_facing,"great, see you then. Thank you",commitment_language,Candidate uses language expressing forward commitment to the role.,"Hey, souns good,...","Routine pre-start confrimation call, no concerns.",14.1,0.6,medium,repeated_but_usable,PENDING,,,
REV-0248,EV-d391bfe02f99,APP-02218,LOG-015463,2024-04-30 00:00:00,candidate_message,candidate_facing,"just folowing up, any news on next steps? TY",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,"FYI, no update sent to candidate in several days - overdue for a call. Will check in again in a few days.","Candidate reached out asking for status, we had gone quiet on our end. Will circle back if anything changes.",76.7,0.6,high,unique,PENDING,,,
REV-0249,EV-2da62a181dc7,APP-02224,LOG-015487,2024-06-17 00:00:00,recruiter_note,internal,Candidate mentioned a conversation with their current manager on last week. Later cited unrelated reason for withdrawal.,current_employer_activity,Candidate references activity or conversations at their current employer.,"still figuring some things out on my end, wanted to flag, nothing major. Talk sono","Hi, comp is fine, just not sure about long term stability here, going to pass. TY",30.0,0.75,high,repeated_but_usable,PENDING,,,
REV-0250,EV-6b182ec8fdfb,APP-02225,LOG-015492,2025-04-29 00:00:00,candidate_message,candidate_facing,"Good afternoon, wait, is this fully remote or do I need to come in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,"Interiew completed, feedback pending from client. Nothing further to add right now.","Good afternoon, can you claarify how many days onsite are expected?",57.4,0.6,high,same_application_duplicate,PENDING,,,
REV-0251,EV-d0f9d5882081,APP-02237,LOG-015565,2024-06-15 00:00:00,candidate_message,candidate_facing,"Good afternoon, have another opportunity moving along too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,"Candidate mentioned competing process, seems to be weighing both. Wiill follow up early next week.",,5.3,0.75,high,repeated_but_usable,PENDING,,,
REV-0252,EV-a38d85d56610,APP-02249,LOG-015636,2024-03-12 00:00:00,recruiter_note,internal,Background check flagged for review - escalating with client. Nothing further to add right now.,documentation,"Reference to offer letter, paperwork, or background check status.",Background check flagged for reviiew - escaltaing with client.,Update - background check flagged for revew - escalating with client. Will follow up early next week.,8.3,0.6,high,repeated_but_usable,PENDING,,,
REV-0253,EV-3e2a86adad39,APP-02256,LOG-015697,2024-10-28 00:00:00,candidate_message,candidate_facing,"my current employer wants one weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,"trying to work out my notice period, miight push the start date a bit.",Working with candidate and client to adjust start daet around notice period.,3.6,0.45,medium,same_application_duplicate,PENDING,,,
REV-0254,EV-8560d375ea74,APP-02281,LOG-015845,2024-12-21 00:00:00,candidate_message,candidate_facing,"Good afternoon, just wanted to confirm aain whether the start date is completely locked. Best",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",,just wanted to confirm again whether the sart date is completely locked.,2.7,0.6,high,unique,PENDING,,,
REV-0255,EV-f226d2f3f2e8,APP-02284,LOG-015865,2025-04-25 00:00:00,candidate_message,candidate_facing,"sounds good, thannk...",responsiveness,"Candidate gives a brief, low-elaboration response.",Candidate confirmed all onboarding steps complete.,,27.7,0.45,low,unique,PENDING,,,
REV-0256,EV-7fde00df2b99,APP-02285,LOG-015870,2024-10-21 00:00:00,recruiter_note,internal,Candidae mentioned a conversation with their current manager on last week. Later cited unrelated reason for withdrawal. Keeping an eye on this one.,current_employer_activity,Candidate references activity or conversations at their current employer.,had a conversation come up that I need,"Hi, still figuring some things out on my end, soort of nothing major. Talk soon",24.7,0.75,high,unique,PENDING,,,
REV-0257,EV-9c3afd069230,APP-02306,LOG-016044,2025-05-19 00:00:00,candidate_message,candidate_facing,"wait, is this fully remote or do I need to come in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,can you clarify how many,"Hey, can you clarify how many days osnite are expected?",7.0,0.6,medium,same_application_duplicate,PENDING,,,
REV-0258,EV-b36a5e4bc55f,APP-02320,LOG-016110,2025-01-21 00:00:00,candidate_message,candidate_facing,just want to understand how stable this assignment is before I commit.,job_security_concern,Candidate asks about role stability or long-term security.,just want to understand how stable this assignment is beore I commit. Appreciate it,"is this rloe likely to convert to permanent, or stay contract long term?",4.8,0.6,medium,same_application_duplicate,PENDING,,,
REV-0259,EV-9afef2f32c18,APP-02320,LOG-016114,2025-02-02 00:00:00,candidate_message,candidate_facing,sort of how long do thsee contracts usually run at tihs client?,candidate_questions,Candidate asks a direct question.,Discussed typical assignment duration at this client with candidate.,"Good afternoon, sort of how loong do these contracts usually run at this client?",7.7,0.45,high,same_application_duplicate,PENDING,,,
REV-0260,EV-6949dc9fef3f,APP-02324,LOG-016137,2025-04-18 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,wanted to double check the parking/badge situation one more time. Thanks,wanted to double check the parking/badge situation one more time. Thanks!,6.7,0.45,medium,likely_template,PENDING,,,
REV-0261,EV-1295af6c0acd,APP-02325,LOG-016143,2025-07-09 00:00:00,candidate_message,candidate_facing,"this role sounds like a great fit, can't wati to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,"so excited about this opportunity, thank you! Thanks",really appreciate you thinking of me for this one! Thanks!,9.8,0.6,high,repeated_but_usable,PENDING,,,
REV-0262,EV-29b66f3fbf4f,APP-02325,LOG-016144,2025-07-11 00:00:00,candidate_message,candidate_facing,really appreciate you thinking of me for this one! Thanks!,candidate_excitement,Candidate expresses positive sentiment about the role or process.,"this role sounds like a great fit, can't wati to get started.",,5.8,0.6,high,unique,PENDING,,,
REV-0263,EV-d888fa583529,APP-02345,LOG-016284,2025-03-06 00:00:00,candidate_message,candidate_facing,"just realized the commute is longer than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,"traffic to that location is rough, still deciding if it's manageable.",,1.1,0.6,medium,likely_template,PENDING,,,
REV-0264,EV-9da1d65429b1,APP-02355,LOG-016332,2024-10-25 00:00:00,candidate_message,candidate_facing,"sounds good, thank",responsiveness,"Candidate gives a brief, low-elaboration response.","perfect, thanks for confirming.","understood, appreciiate it.",10.9,0.45,low,potential_redundancy,PENDING,,,
REV-0265,EV-7cab3aeba3fe,APP-02355,LOG-016337,2024-12-03 00:00:00,candidate_message,candidate_facing,"sounds good, thannk you!",responsiveness,"Candidate gives a brief, low-elaboration response.","understood, appreciate it. TY","understood, appreciate it.",90.7,0.45,medium,repeated_but_usable,PENDING,,,
REV-0266,EV-d11f5319b787,APP-02372,LOG-016464,2024-12-18 00:00:00,recruiter_note,internal,"Sent candidate an update on offer letter timeline, they were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.","haven't seen anything in my inbox, wated to follow up. Talk soon",Client running behind on offer letter generation. Kept candidate updated.,42.1,0.6,medium,likely_template,PENDING,,,
REV-0267,EV-8974070decc9,APP-02382,LOG-016547,2024-12-19 00:00:00,withdrawal_statement,candidate_facing,"not goiing to be able to move forward, personal reasons.",contradictory_information,Stated reason is brief/generic; may warrant comparison against surrounding evidence.,"Good morning, ok, makes sense.",,54.3,0.45,high,unique,PENDING,,,
REV-0268,EV-043c266a54c5,APP-02415,LOG-016771,2024-06-28 00:00:00,recruiter_note,internal,Background check flagged for review - escalating with client.,documentation,"Reference to offer letter, paperwork, or background check status.",is the delay normal? getting a litte anxious about the timing. Appreciate it,"Per today's call, cllient background vendor running behind, expect another few days.",8.7,0.6,medium,likely_template,PENDING,,,
REV-0269,EV-97aa10ba2e01,APP-02429,LOG-016831,2024-12-05 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them. Will check in again in a few days.",onboarding_process,Candidate asks about onboarding logistics.,"Candidate asked several onboarding logistics questions, answered all of them.",is there anything elsse I need to do before starting? want to be prepared.,0.5,0.45,high,repeated_but_usable,PENDING,,,
REV-0270,EV-5fe74ff9714b,APP-02436,LOG-016874,2024-11-25 00:00:00,recruiter_note,internal,"Quick note - discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",6.0,0.6,high,repeated_but_usable,PENDING,,,
REV-0271,EV-8fbf8d69341c,APP-02442,LOG-016928,2025-05-18 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet? TY",documentation,"Reference to offer letter, paperwork, or background check status.","Hi, just checking, did the offer letter go out yet?","still waiting on the paperwork, I think just making sure nothing got lost.",6.3,0.6,high,repeated_but_usable,PENDING,,,
REV-0272,EV-5a4434a126a7,APP-02456,LOG-017037,2025-06-04 00:00:00,recruiter_note,internal,Candidate said compensation was 'not a concern' but asked about job security three separate times.,compensation_concern,Candidate raises a question or concern about compensation.,"Hi, had a conversation come up that I need to think through.",Candidate said compensation was 'not a concern' but asked about job security three separate times.,4.1,0.6,medium,same_application_duplicate,PENDING,,,
REV-0273,EV-952054715725,APP-02460,LOG-017068,2025-02-18 00:00:00,candidate_message,candidate_facing,"not totally sure how that interview went, I...",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,"Per today's call, spoke with candidate briefly - process moving forward as planned.","wanted to folow up after the interview, wasn't sue I gave the best answers. Thanks",76.4,0.6,medium,repeated_but_usable,PENDING,,,
REV-0274,EV-ac5af1ee2075,APP-02469,LOG-017117,2024-09-09 00:00:00,candidate_message,candidate_facing,is there any flexibility on the shift start time?,schedule_shift,Candidate raises a comment about shift or schedule.,"Good morning, the schedule might conflict with childcare, seeing wat I can work out.",,7.6,0.6,medium,same_application_duplicate,PENDING,,,
REV-0275,EV-8546215c5336,APP-02475,LOG-017171,2024-08-14 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,,,2.4,0.45,medium,likely_template,PENDING,,,
