scenario_id,scenario_name,mechanism_id,mechanism_name,observable_evidence,journey_stage,alternative_explanation,information_gap,outcome_association,mapping_source
SCN-40a41421570a,Friction — client_interview_1,BM-006,Friction,would prefre day shift if that's possible at all.,client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-06dffaf1795a,Friction — client_interview_2,BM-006,Friction,"Hello, the schedule might conflict with childcare, seeing what I can work out.",client_interview_2,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ca08de705a36,Friction — client_interview_2,BM-006,Friction,"Good morning, the schedule might conflct with childcare, seeing what I can work out. Talk soon",client_interview_2,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-3128f0ff77f1,Friction — offer_extended,BM-006,Friction,"Good morning, the schedule might conflict with childcare, seeing what I can work out.",offer_extended,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-5d6803dad8e1,Friction — offer_extended,BM-006,Friction,"The shift doesn't work with my chilldcare situation, sorry, have to pass.",offer_extended,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-d088cf526a04,Loss Aversion — offer_extended,BM-002,Loss Aversion,"The shift doesn't work with my chilldcare situation, sorry, have to pass.",offer_extended,'Reactance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-021); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-52418393364f,Confirmation Bias — submitted,BM-014,Confirmation Bias,"Hi, the scope sounds a little different than whta we discussed earlier.",submitted,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-2f4e04f38897,Confirmation Bias — submitted,BM-014,Confirmation Bias,"wait, I thought this role was more focused on process improvement, is that still the case?",submitted,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a019432c8ce8,Friction — submitted,BM-006,Friction,"Sent candidate an udpate on offer letter timeline, they were understanding. Noted for the file.",submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-b0eb97f7c474,Friction — submitted,BM-006,Friction,Client running behind on offer letter generation. Kept candidate updated.,submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ee247da5ac33,Friction — submitted,BM-006,Friction,Client running behind on offer letter generation. Kept candidate updated.,submitted,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a0480f942029,Friction — client_interview_1,BM-006,Friction,"Hello, juts checking, did the offer letter go out yet?",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6435dc4b4a1d,Friction — client_interview_1,BM-006,Friction,"just checking, did the offer letter go out yet?",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-fb1ee6cd8259,Friction — client_interview_2,BM-006,Friction,"Note: offer letter delayde on client side, cnadidate starting to ask about it.",client_interview_2,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-c5f443d27df4,Friction — client_interview_2,BM-006,Friction,Client running behinnd on offer letter generation. Kept candidate updated. Will check in again in a few days.,client_interview_2,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-47f6b8293cb3,Friction — offer_extended,BM-006,Friction,"just checking, did the offer letter go out yet? Appreciate it",offer_extended,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-dba84938a232,Friction — offer_extended,BM-006,Friction,"Good morning, It took too long to get the paperwork, I've movde on to something else, sorry.",offer_extended,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-23ce92c7c6c6,Friction — submitted,BM-006,Friction,"Hey, juust checking, did the offer letter go out yet? TY",submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-3acba30a2936,Friction — submitted,BM-006,Friction,"still waiting on the paperwork, just to double check, just making sure nothing got lost. TY",submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-3e29fb7c17e3,Friction — submitted,BM-006,Friction,"still waiting on the paperwork, just to double check, just making sure nothing got lost. TY",submitted,Not identified from current evidence.,Mapping confidence (0.00) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",HUMAN_REVIEWED
SCN-86ebe628db21,Friction — submitted,BM-006,Friction,"Sent candidate an update on offer letter timeline, they were understanding.",submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-eea3a20bf88e,Friction — client_interview_1,BM-006,Friction,"Sent candidate an update on offer letter timeline, they were understanding. Nothing further to add right now.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6de712939315,Friction — offer_extended,BM-006,Friction,"Hello, It took too lng to get the paperwork, I've moved on to something else, sorry.",offer_extended,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-b18347aa9690,Loss Aversion — unknown,BM-002,Loss Aversion,"FYI, candidate said compensation was 'not a concern' but asked about job security three separate times.",unknown,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-9f7d1ddbdaf2,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,Candidate mentioned a conversation with their current manager on last week. Later cited unrelated reason for withdrawal. Will check in again in a few days.,client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-0ec870fff06d,Loss Aversion — client_interview_1,BM-002,Loss Aversion,Candidte said compensation was 'not a concern' but asked about job security three separate times. Will follow up early next week.,client_interview_1,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8e9f23b51c1b,Uncertainty / Ambiguity Aversion — client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,"stiill figurign some thngs out on my end, sort of nothing major.",client_interview_2,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4af6f58fa3ae,Uncertainty / Ambiguity Aversion — client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,"Good afternoon, still figuring some things out on my end, not 100% suure but nothing major. Appreciate it",client_interview_2,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-069645092483,Loss Aversion — background_check,BM-002,Loss Aversion,Candidate said compensation was 'not a concern' but asked about job security three separate times. Keeping an eye on this one.,background_check,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1d68eb223510,Uncertainty / Ambiguity Aversion — background_check,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some thigs out on my end, sort of nothing major.",background_check,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1a686629a578,Uncertainty / Ambiguity Aversion — background_check,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some thigs out on my end, sort of nothing major.",background_check,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6570a51b657b,Commitment / Consistency — client_interview_1,BM-020,Commitment / Consistency,"relly looking forward to getting started, thanks for everything.",client_interview_1,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-cdb95d938535,Commitment / Consistency — onboarding_docs_sent,BM-020,Commitment / Consistency,"really looking forward to getting started, thanks for everything.",onboarding_docs_sent,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-7f2344b865b9,Commitment / Consistency — screened,BM-020,Commitment / Consistency,"great, see you then.",screened,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a14f742d9d89,Friction — background_check,BM-006,Friction,Candidate confirmed all onboarding steps complete. Keeping an eye on this one.,background_check,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-02a346a9dbd7,Loss Aversion — background_check,BM-002,Loss Aversion,"Hello, After careful thought, I need to formally withdraw my acceptance. Appreciate everything. Appreciate it",background_check,'Reactance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-021); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ce5928a7c820,Identity Signaling — background_check,BM-018,Identity Signaling,"thanks so much for chcking in, really appreciate how on top of this you've been!",background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-707e6c7237d4,Commitment / Consistency — client_interview_1,BM-020,Commitment / Consistency,"great, see you then. Appreciate it",client_interview_1,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-e3c40683d3ff,Commitment / Consistency — offer_accepted,BM-020,Commitment / Consistency,"Good morning, great, see you then.",offer_accepted,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-e07c0cbdd6cf,Friction — offer_accepted,BM-006,Friction,Note: candidate confirmed all onboarding steps complete.,offer_accepted,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-bfa4cab5cb70,Friction — onboarding_docs_sent,BM-006,Friction,Candidate confirmed all onboarding steps complete.,onboarding_docs_sent,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-33543af1b0f9,Status Quo Bias — submitted,BM-001,Status Quo Bias,"Good afternoon, can you clarify how many days onsite are expected?",submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-aa102e199b26,Confirmation Bias — submitted,BM-014,Confirmation Bias,"Good afternoon, can you clarify how many days onsite are expected?",submitted,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-397b549bfcfe,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Candidate surprised by onsite expectation, discussed further wih client.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4f71ab3359fe,Status Quo Bias — offer_accepted,BM-001,Status Quo Bias,"thought this was hybrid, want to make...",offer_accepted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-fcbcf930695d,Confirmation Bias — offer_accepted,BM-014,Confirmation Bias,"thought this was hybrid, want to make...",offer_accepted,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-bb0349a7aa07,Commitment / Consistency — client_interview_1,BM-020,Commitment / Consistency,"Good morning, really looking forward to getting started, thanks for everything.",client_interview_1,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=rejected_by_client. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-3e73a83ff9bd,Friction — client_interview_1,BM-006,Friction,"Hello, don't havve reliable transportation to that site every",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f987487ebb5f,Friction — background_check,BM-006,Friction,"Hi, don't have reliable transportation to that site every day, might be an issue.",background_check,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-80624935d3bc,Friction — background_check,BM-006,Friction,"don't have reliable transportation to that site every day, mght be an issue.",background_check,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-fad23daadff4,Uncertainty / Ambiguity Aversion — onboarding_docs_sent,BM-029,Uncertainty / Ambiguity Aversion,"traffic to that location is rough, still deciding if it's manageable.",onboarding_docs_sent,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-d302685aa7af,Friction — onboarding_docs_sent,BM-006,Friction,"traffic to that location is rough, still deciding if it's manageable.",onboarding_docs_sent,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ac4bc93a21f1,Friction — onboarding_docs_sent,BM-006,Friction,"just realized the commute is longer thna I thought, thinking it through.",onboarding_docs_sent,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ab0f155985d8,Uncertainty / Ambiguity Aversion — background_check,BM-029,Uncertainty / Ambiguity Aversion,"just folowing up, any news on next steps? TY",background_check,Not identified from current evidence.,Mapping confidence (0.00) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",HUMAN_REVIEWED
SCN-718e2f4f3f3b,Goal Gradient — client_interview_1,BM-023,Goal Gradient,"Discussed candidate's family situation briefly, offered flexibility on start date. No action needed at this time.",client_interview_1,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-cc81bbbfaed4,Goal Gradient — background_check,BM-023,Goal Gradient,"Discussed candidate's family situation briefly, offered flexibility on start date. Will check in again in a few days.",background_check,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1083ff3fa016,Goal Gradient — onboarding_docs_sent,BM-023,Goal Gradient,need to sort out soome family logistics before I can lock in a start date.,onboarding_docs_sent,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-861fc131d802,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some things out on my end, not 100% sure but nothnig major. Thanks!",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-830be4e091a5,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some things out on my end, not 100% sure but nothnig major. Thanks!",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-7aedf8272352,Loss Aversion — submitted,BM-002,Loss Aversion,Candidate said compensation was 'not a concern' but asked about job security three separate times.,submitted,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-743e65652770,Loss Aversion — submitted,BM-002,Loss Aversion,"FYI, candidte said compensation was 'not a concern' but asked about job security three seeparate times.",submitted,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
