evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-759507340df0,APP-02020,LOG-014174,2024-05-06 00:00:00,candidate_message,candidate_facing,can you clarify how may days onsite are expected?,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,can you clarify how many das onsite are expected? TY,"wait, is this fully remote or do I need to come in sometimes? Thanks!",4.1,0.6,pending,
EV-94ecdf12b55e,APP-02020,LOG-014174,2024-05-06 00:00:00,candidate_message,candidate_facing,can you clarify how may days onsite are expected?,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,can you clarify how many das onsite are expected? TY,"wait, is this fully remote or do I need to come in sometimes? Thanks!",4.1,0.6,pending,
EV-dd3a2f8d7149,APP-02020,LOG-014174,2024-05-06 00:00:00,candidate_message,candidate_facing,can you clarify how may days onsite are expected?,candidate_questions,Candidate asks a direct question.,weak,can you clarify how many das onsite are expected? TY,"wait, is this fully remote or do I need to come in sometimes? Thanks!",4.1,0.45,pending,
EV-e93e04ce0aaa,APP-02020,LOG-014175,2024-05-12 00:00:00,candidate_message,candidate_facing,"wait, is this fully remote or do I need to come in sometimes? Thanks!",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,can you clarify how may days onsite are expected?,"The onsite requirement doesn't work with my situation, have to pass.",3.5,0.6,pending,
EV-4adb2616d422,APP-02020,LOG-014176,2024-05-20 00:00:00,decline_statement,candidate_facing,"The onsite requirement doesn't work with my situation, have to pass.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,"wait, is this fully remote or do I need to come in sometimes? Thanks!",,6.3,0.6,pending,
EV-3888377458ea,APP-02020,LOG-014176,2024-05-20 00:00:00,decline_statement,candidate_facing,"The onsite requirement doesn't work with my situation, have to pass.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"wait, is this fully remote or do I need to come in sometimes? Thanks!",,6.3,0.75,pending,
EV-8587d0e25dfd,APP-02024,LOG-014193,2025-02-19 00:00:00,candidate_message,candidate_facing,"Hi, wanted to make sue I didn't miss any steps, following up again.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,Candidate asked to reconfirm details already covered previously. No action needed at this time.,"Hey, Candidate withdew from consideration.",1.0,0.6,pending,
EV-2dd5f86a8862,APP-02025,LOG-014195,2025-03-16 00:00:00,candidate_message,candidate_facing,my current manager wants to talk again beore I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,Brief call - candidate said manager asked to speak with them again. Will fololw up later today.,5.6,0.75,pending,
EV-6812560549c8,APP-02025,LOG-014196,2025-03-18 00:00:00,recruiter_note,internal,Brief call - candidate said manager asked to speak with them again. Will fololw up later today.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,my current manager wants to talk again beore I finalize anything.,"Candidate hedging on timeline, referenced an internal conversation at current job. Keeping an eye on this one.",35.8,0.75,pending,
EV-043594361c11,APP-02025,LOG-014197,2025-03-23 00:00:00,recruiter_note,internal,"Candidate hedging on timeline, referenced an internal conversation at current job. Keeping an eye on this one.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Brief call - candidate said manager asked to speak with them again. Will fololw up later today.,Brief call - candidate said manager asked to speak with them again. Will follow up tomorrow.,62.7,0.75,pending,
EV-cd57ded2a30d,APP-02025,LOG-014198,2025-03-25 00:00:00,recruiter_note,internal,Brief call - candidate said manager asked to speak with them again. Will follow up tomorrow.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Candidate hedging on timeline, referenced an internal conversation at current job. Keeping an eye on this one.","Note: candidate hedging on timeline, referenced an internal conversation at currnt job.",54.5,0.75,pending,
EV-50a3a0033b26,APP-02027,LOG-014205,2024-04-05 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding stesp complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,"perfect, thanks for confirming. Appreciate it","Quick note - standard check-in, no issues reported. Flagging for visibility.",2.8,0.45,pending,
EV-65648cdfd88f,APP-02029,LOG-014211,2025-01-17 00:00:00,candidate_message,candidate_facing,"Hey, still waiting on the paperwork, I think just making sure nothing got lost.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,,"still waiiting on the paperwork, sort of just making sure nothing got lost. Talk soon",5.0,0.6,pending,
EV-b23f8b1ed7f2,APP-02029,LOG-014211,2025-01-17 00:00:00,candidate_message,candidate_facing,"Hey, still waiting on the paperwork, I think just making sure nothing got lost.",process_delay,Communication references a delay in the recruitment process.,moderate,,"still waiiting on the paperwork, sort of just making sure nothing got lost. Talk soon",5.0,0.6,pending,
EV-12f7f5a74790,APP-02029,LOG-014212,2025-01-20 00:00:00,candidate_message,candidate_facing,"still waiiting on the paperwork, sort of just making sure nothing got lost. Talk soon",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"Hey, still waiting on the paperwork, I think just making sure nothing got lost.","juts checking, did the offer letter go out yet? Appreciate it",6.2,0.6,pending,
EV-0d3645ebca36,APP-02029,LOG-014212,2025-01-20 00:00:00,candidate_message,candidate_facing,"still waiiting on the paperwork, sort of just making sure nothing got lost. Talk soon",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Hey, still waiting on the paperwork, I think just making sure nothing got lost.","juts checking, did the offer letter go out yet? Appreciate it",6.2,0.6,pending,
EV-d777cb4d12af,APP-02029,LOG-014213,2025-01-23 00:00:00,candidate_message,candidate_facing,"juts checking, did the offer letter go out yet? Appreciate it",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"still waiiting on the paperwork, sort of just making sure nothing got lost. Talk soon","Hello, haven't seen annything in my inbox, wanted to follow up. TY",3.3,0.6,pending,
EV-a58146a6aca5,APP-02029,LOG-014215,2025-01-29 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, just to double check, just making suer nothing got lost.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Hello, haven't seen annything in my inbox, wanted to follow up. TY",Client running beehind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,6.5,0.6,pending,
EV-b4aeddb1ccf6,APP-02029,LOG-014215,2025-01-29 00:00:00,candidate_message,candidate_facing,"still waiting on the paperwork, just to double check, just making suer nothing got lost.",process_delay,Communication references a delay in the recruitment process.,moderate,"Hello, haven't seen annything in my inbox, wanted to follow up. TY",Client running beehind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,6.5,0.6,pending,
EV-e4f95b54c26c,APP-02029,LOG-014216,2025-02-04 00:00:00,recruiter_note,internal,Client running beehind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"still waiting on the paperwork, just to double check, just making suer nothing got lost.","The delay on the offer letter made me nervous, ended up taking another option.",5.5,0.6,pending,
EV-cf2643c9b1de,APP-02029,LOG-014217,2025-02-22 00:00:00,withdrawal_statement,candidate_facing,"The delay on the offer letter made me nervous, ended up taking another option.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,Client running beehind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,,9.6,0.6,pending,
EV-535bfe4fb6fe,APP-02029,LOG-014217,2025-02-22 00:00:00,withdrawal_statement,candidate_facing,"The delay on the offer letter made me nervous, ended up taking another option.",process_delay,Communication references a delay in the recruitment process.,moderate,Client running beehind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,,9.6,0.6,pending,
EV-d6f6543d1ed2,APP-02031,LOG-014233,2024-05-16 00:00:00,candidate_message,candidate_facing,really appreciate you thinking of me for this one!,candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,,Candidate very positive about role and company during screen. Will circle back if anything changes.,6.5,0.6,pending,
EV-c8874191b3ab,APP-02031,LOG-014236,2024-05-21 00:00:00,candidate_message,candidate_facing,"Hello, thiis role sounds like a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,Caandidate expressed strong enthusiasm during call. Keeping an eye on this one.,Candidate expressed strong enthusiasm during call.,6.3,0.6,pending,
EV-508b20ee7f50,APP-02031,LOG-014236,2024-05-21 00:00:00,candidate_message,candidate_facing,"Hello, thiis role sounds like a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,Caandidate expressed strong enthusiasm during call. Keeping an eye on this one.,Candidate expressed strong enthusiasm during call.,6.3,0.6,pending,
EV-b0f8d3375f72,APP-02032,LOG-014238,2024-10-26 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding stps complete. Wlil follow up eraly next week.,onboarding_process,Candidate asks about onboarding logistics.,weak,,"great, see you...",4.9,0.45,pending,
EV-53af6c1be384,APP-02032,LOG-014243,2024-11-29 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,"Note: routine pre-start confirmation call, no concerns. Nothing further to add right now.",,3.3,0.45,pending,
EV-5de452575f0d,APP-02034,LOG-014245,2024-06-20 00:00:00,recruiter_note,internal,"Background check still processing, notified candidate of delay.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,,any update on the background check? jst want to plan around it. Thanks!,3.5,0.6,pending,
EV-8fbfa8ae8120,APP-02034,LOG-014245,2024-06-20 00:00:00,recruiter_note,internal,"Background check still processing, notified candidate of delay.",process_delay,Communication references a delay in the recruitment process.,moderate,,any update on the background check? jst want to plan around it. Thanks!,3.5,0.6,pending,
EV-cd216b30993b,APP-02034,LOG-014246,2024-06-27 00:00:00,candidate_message,candidate_facing,any update on the background check? jst want to plan around it. Thanks!,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Background check still processing, notified candidate of delay.",is the dleay normal? getting a little anxious about the timing.,88.0,0.6,pending,
EV-a3c4c9683dfb,APP-02034,LOG-014246,2024-06-27 00:00:00,candidate_message,candidate_facing,any update on the background check? jst want to plan around it. Thanks!,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Background check still processing, notified candidate of delay.",is the dleay normal? getting a little anxious about the timing.,88.0,0.6,pending,
EV-f93a818b15be,APP-02034,LOG-014249,2024-07-16 00:00:00,candidate_message,candidate_facing,is the delay normal? getting a little anxious abot the timing. Best,process_delay,Communication references a delay in the recruitment process.,moderate,"Client background vendor ruunning behind, expect another few days.","Hey, is the delay normal? getting a little anxious aout the timing.",88.5,0.6,pending,
EV-99224a68a8ba,APP-02034,LOG-014250,2024-07-16 00:00:00,candidate_message,candidate_facing,"Hey, is the delay normal? getting a little anxious aout the timing.",process_delay,Communication references a delay in the recruitment process.,moderate,is the delay normal? getting a little anxious abot the timing. Best,Background check returned a discrepancy that needs to be resolved befoe we can proceed. No action needed at this time.,5.0,0.6,pending,
EV-56ee2bdc4452,APP-02034,LOG-014251,2024-07-22 00:00:00,client_feedback,internal,Background check returned a discrepancy that needs to be resolved befoe we can proceed. No action needed at this time.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Hey, is the delay normal? getting a little anxious aout the timing.",,76.3,0.6,pending,
EV-5e9163d134bc,APP-02035,LOG-014254,2024-08-03 00:00:00,candidate_message,candidate_facing,"really looking forward to getting started, thanks for everything. Thanks",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"this has been a great process, thak you for all the updates.","Hey, this has been a great process, thank you for all the updates.",7.5,0.6,pending,
EV-2a529a026e9e,APP-02035,LOG-014256,2024-08-15 00:00:00,candidate_message,candidate_facing,"thhanks so much for checking in, really appreciate how on top of this you've been! Appreciate it",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Hey, this has been a great process, thank you for all the updates.","Proactive check-in call, candidate remmains highly engaged and positive.",5.0,0.6,pending,
EV-2e53dc1f2904,APP-02035,LOG-014256,2024-08-15 00:00:00,candidate_message,candidate_facing,"thhanks so much for checking in, really appreciate how on top of this you've been! Appreciate it",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"Hey, this has been a great process, thank you for all the updates.","Proactive check-in call, candidate remmains highly engaged and positive.",5.0,0.6,pending,
EV-4736f896bb0b,APP-02038,LOG-014269,2024-07-12 00:00:00,candidate_message,candidate_facing,"sounds good, tank you! thx",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,"Standard check-in, no issues reported. Keeping an eye on this one.","Goood afternoon, perfect,",26.2,0.45,pending,
EV-c40290a6356f,APP-02043,LOG-014293,2025-05-23 00:00:00,recruiter_note,internal,"Quick note - background check still processing, notified candidate of delay.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,,is the delay normal? getting a little anxious abbout the timing.,8.4,0.6,pending,
EV-36b27271b89e,APP-02043,LOG-014293,2025-05-23 00:00:00,recruiter_note,internal,"Quick note - background check still processing, notified candidate of delay.",process_delay,Communication references a delay in the recruitment process.,moderate,,is the delay normal? getting a little anxious abbout the timing.,8.4,0.6,pending,
EV-1dd025a514d6,APP-02043,LOG-014294,2025-05-23 00:00:00,candidate_message,candidate_facing,is the delay normal? getting a little anxious abbout the timing.,process_delay,Communication references a delay in the recruitment process.,moderate,"Quick note - background check still processing, notified candidate of delay.","Quick note - client background vendor running behind, expect another few days. Keeping an eye on this one.",6.7,0.6,pending,
EV-3671ff514d15,APP-02043,LOG-014295,2025-05-26 00:00:00,recruiter_note,internal,"Quick note - client background vendor running behind, expect another few days. Keeping an eye on this one.",process_delay,Communication references a delay in the recruitment process.,moderate,is the delay normal? getting a little anxious abbout the timing.,Note: backgroud check flagged for review - escalating with client.,56.1,0.6,pending,
EV-f5688a965469,APP-02043,LOG-014297,2025-05-30 00:00:00,candidate_message,candidate_facing,"Hello, is the delay normal? getting a little anxious about the timing.",process_delay,Communication references a delay in the recruitment process.,moderate,Note: backgroud check flagged for review - escalating with client.,"Interview completed, feedback pending from client. No action needed at thhis time.",32.8,0.6,pending,
EV-0d5ebf40f053,APP-02043,LOG-014299,2025-06-01 00:00:00,candidate_message,candidate_facing,any update on the background check? juust want to plan around it.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Interview completed, feedback pending from client. No action needed at thhis time.",is the delay normal? geting a little anxious about the timing. TY,37.1,0.6,pending,
EV-47a9986a1d91,APP-02043,LOG-014299,2025-06-01 00:00:00,candidate_message,candidate_facing,any update on the background check? juust want to plan around it.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Interview completed, feedback pending from client. No action needed at thhis time.",is the delay normal? geting a little anxious about the timing. TY,37.1,0.6,pending,
EV-e2f41c2148e1,APP-02043,LOG-014300,2025-06-03 00:00:00,candidate_message,candidate_facing,is the delay normal? geting a little anxious about the timing. TY,process_delay,Communication references a delay in the recruitment process.,moderate,any update on the background check? juust want to plan around it.,Candidate let us know they are turrning down the offer.,37.2,0.6,pending,
EV-242e63d094f3,APP-02044,LOG-014302,2025-05-06 00:00:00,recruiter_note,internal,"Sent candidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,,"just checking, did the offer letter go out yet?",11.2,0.6,pending,
EV-ee7499f5231e,APP-02044,LOG-014303,2025-05-11 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Sent candidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.","just checking, did the offer lettr go out yet?",3.9,0.6,pending,
EV-ca0667333f44,APP-02044,LOG-014303,2025-05-11 00:00:00,candidate_message,candidate_facing,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,"Sent candidate an update on offer letter timeline, they were understanding. Keeping an eye on this one.","just checking, did the offer lettr go out yet?",3.9,0.45,pending,
EV-b78c6fa93716,APP-02044,LOG-014304,2025-05-19 00:00:00,candidate_message,candidate_facing,"just checking, did the offer lettr go out yet?",candidate_questions,Candidate asks a direct question.,weak,"just checking, did the offer letter go out yet?","Sent candidate an update on offer letter timeline, they were understanding.",4.0,0.45,pending,
EV-02501c2675c8,APP-02044,LOG-014305,2025-05-31 00:00:00,recruiter_note,internal,"Sent candidate an update on offer letter timeline, they were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"just checking, did the offer lettr go out yet?",,4.8,0.6,pending,
EV-69d414bc3407,APP-02047,LOG-014320,2025-01-04 00:00:00,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think. Talk soon",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,"still sorting a few things internally, can I get baack to you by end of week? Thanks",11.0,0.75,pending,
EV-7a3a2efac820,APP-02047,LOG-014320,2025-01-04 00:00:00,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think. Talk soon",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,,"still sorting a few things internally, can I get baack to you by end of week? Thanks",11.0,0.6,pending,
EV-d1c2976e50bb,APP-02047,LOG-014321,2025-01-04 00:00:00,candidate_message,candidate_facing,"still sorting a few things internally, can I get baack to you by end of week? Thanks",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"things came up at my current job, need a bit more time to think. Talk soon",Reconfirmed interest but tone was noticeably different than lats call.,14.9,0.6,pending,
EV-dec8ee53be5b,APP-02047,LOG-014321,2025-01-04 00:00:00,candidate_message,candidate_facing,"still sorting a few things internally, can I get baack to you by end of week? Thanks",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,"things came up at my current job, need a bit more time to think. Talk soon",Reconfirmed interest but tone was noticeably different than lats call.,14.9,0.6,pending,
EV-4cf45607dc2a,APP-02047,LOG-014323,2025-01-10 00:00:00,candidate_message,candidate_facing,"Hello, thigs came up at my current job, need a bit more time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Reconfirmed interest but tone was noticeably different than lats call.,my curent manager wants to talk again before I finalize anything.,55.7,0.75,pending,
EV-732131283e67,APP-02047,LOG-014323,2025-01-10 00:00:00,candidate_message,candidate_facing,"Hello, thigs came up at my current job, need a bit more time to think.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,Reconfirmed interest but tone was noticeably different than lats call.,my curent manager wants to talk again before I finalize anything.,55.7,0.6,pending,
EV-efeeb0a3672d,APP-02047,LOG-014324,2025-01-18 00:00:00,candidate_message,candidate_facing,my curent manager wants to talk again before I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Hello, thigs came up at my current job, need a bit more time to think.",Candidate mentioned current employer reached out. Sounded less certain today.,45.2,0.75,pending,
EV-8e3a24d648cd,APP-02047,LOG-014325,2025-01-23 00:00:00,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,my curent manager wants to talk again before I finalize anything.,"Interview ran a bit long, candidate seemed engaged throughout.",24.5,0.75,pending,
EV-50bfaec7d4a8,APP-02047,LOG-014327,2025-01-26 00:00:00,candidate_message,candidate_facing,"things came up at my current job, need a bit moore time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Interview ran a bit long, candidate seemed engaged throughout.",my current manager wants to talk again befroe I finalize anything.,34.6,0.75,pending,
EV-a9e95dad5ce3,APP-02047,LOG-014328,2025-01-30 00:00:00,candidate_message,candidate_facing,my current manager wants to talk again befroe I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"things came up at my current job, need a bit moore time to think.",Candidate mentioned curret employer reached out. Sounded less certain today.,27.8,0.75,pending,
EV-02542ed5c21b,APP-02047,LOG-014330,2025-02-15 00:00:00,recruiter_note,internal,"Canddate hedging on timeline, referenced an internal conversation at current job. Will follow up early next week.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Candidate mentioned curret employer reached out. Sounded less certain today.,"Candidate hedging on timeline, refferenced an internal conversation at current job.",81.0,0.75,pending,
EV-3d9e0ff1bd31,APP-02047,LOG-014331,2025-02-17 00:00:00,recruiter_note,internal,"Candidate hedging on timeline, refferenced an internal conversation at current job.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Canddate hedging on timeline, referenced an internal conversation at current job. Will follow up early next week.","Update - candidate hedging on timeline, referenced an internal conversation at current job. Will check in again in a few days.",31.4,0.75,pending,
EV-5acb4d0e1eaa,APP-02047,LOG-014332,2025-02-20 00:00:00,recruiter_note,internal,"Update - candidate hedging on timeline, referenced an internal conversation at current job. Will check in again in a few days.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Candidate hedging on timeline, refferenced an internal conversation at current job.",,54.2,0.75,pending,
EV-69a497bbe1e3,APP-02048,LOG-014335,2025-03-15 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete. Will circle back if anything changes.,onboarding_process,Candidate asks about onboarding logistics.,weak,"Hello, perfect, thnks for confirming. Best","Per today's call, client requested a few days to circle back after interview. Will follow up early next week.",0.4,0.45,pending,
EV-fa7900e567ca,APP-02048,LOG-014339,2025-03-25 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,"perfect, thanks for confirming. Talk soon","understood, appreciate it.",9.5,0.45,pending,
EV-362225729458,APP-02049,LOG-014345,2025-03-03 00:00:00,candidate_message,candidate_facing,"Hello, when do benefits kcik in exactly?",candidate_questions,Candidate asks a direct question.,weak,want to compare benefits before I make a final call.,"Sent benefits summary to candidate again, answered follow-up questions.",39.3,0.45,pending,
EV-d4c50b0e5e7c,APP-02049,LOG-014348,2025-03-12 00:00:00,candidate_message,candidate_facing,"still not totally clear on the health insurance options, can you send deatils again?",candidate_questions,Candidate asks a direct question.,weak,"Sent benefits summarry to candidate again, answered follow-up questions.",want to compare benefits before I make a fial call.,7.9,0.45,pending,
EV-68fc3f2bf197,APP-02049,LOG-014355,2025-03-20 00:00:00,candidate_message,candidate_facing,"still not totally clear on the health insurance options, can you send dteails again?",candidate_questions,Candidate asks a direct question.,weak,"Sent benefits summary to candidate again, answered follow-up questions. Flagging for visibility.","Good morning, The benefits package isn't quite enouh for my family's needs, have to pass.",6.1,0.45,pending,
EV-8f9536bde17e,APP-02049,LOG-014356,2025-03-20 00:00:00,decline_statement,candidate_facing,"Good morning, The benefits package isn't quite enouh for my family's needs, have to pass.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"still not totally clear on the health insurance options, can you send dteails again?",,4.6,0.75,pending,
EV-88d89a1dfef1,APP-02051,LOG-014367,2024-12-14 00:00:00,recruiter_note,internal,"Candidate raised commute/transportation concern, discussed options.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,,"Good afternoon, traffiic to thhat location is rough, still",2.0,0.6,pending,
EV-5e11198c2fc8,APP-02051,LOG-014369,2024-12-19 00:00:00,candidate_message,candidate_facing,"traffic to that location is rough, stlil deciding if it's manageable. Best",location_commute,Candidate raises a comment or concern about commute/location.,moderate,"Good afternoon, traffiic to thhat location is rough, still","trafic to that location is rough, still deciding",17.7,0.6,pending,
EV-5bf1e2efab07,APP-02051,LOG-014370,2024-12-23 00:00:00,candidate_message,candidate_facing,"trafic to that location is rough, still deciding",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"traffic to that location is rough, stlil deciding if it's manageable. Best","Candidate raised commute/transportation concern, discussed options. Noted for the file.",21.1,0.6,pending,
EV-6785222ab450,APP-02051,LOG-014371,2025-01-17 00:00:00,recruiter_note,internal,"Candidate raised commute/transportation concern, discussed options. Noted for the file.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,"trafic to that location is rough, still deciding","Transportation to the site fell through, I have to withdraw, sorry.",15.2,0.6,pending,
EV-ad216a947123,APP-02051,LOG-014372,2025-01-19 00:00:00,withdrawal_statement,candidate_facing,"Transportation to the site fell through, I have to withdraw, sorry.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,"Candidate raised commute/transportation concern, discussed options. Noted for the file.",,18.9,0.6,pending,
EV-cfd8deeb4a49,APP-02051,LOG-014372,2025-01-19 00:00:00,withdrawal_statement,candidate_facing,"Transportation to the site fell through, I have to withdraw, sorry.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"Candidate raised commute/transportation concern, discussed options. Noted for the file.",,18.9,0.75,pending,
EV-538e8bf55605,APP-02056,LOG-014400,2024-12-28 00:00:00,candidate_message,candidate_facing,"Good morning, so excited about this opportunity, thnk you!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,,"this role sounds like a great fit, can't wait to get started.",6.2,0.6,pending,
EV-29d452d99236,APP-02056,LOG-014400,2024-12-28 00:00:00,candidate_message,candidate_facing,"Good morning, so excited about this opportunity, thnk you!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,,"this role sounds like a great fit, can't wait to get started.",6.2,0.6,pending,
EV-5cf652656c1a,APP-02056,LOG-014401,2025-01-05 00:00:00,candidate_message,candidate_facing,"this role sounds like a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"Good morning, so excited about this opportunity, thnk you!","so excited about this opportunity, thank you! Appreciate it",21.5,0.6,pending,
EV-34e5a199784f,APP-02056,LOG-014401,2025-01-05 00:00:00,candidate_message,candidate_facing,"this role sounds like a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"Good morning, so excited about this opportunity, thnk you!","so excited about this opportunity, thank you! Appreciate it",21.5,0.6,pending,
EV-461d81e2a244,APP-02056,LOG-014402,2025-01-26 00:00:00,candidate_message,candidate_facing,"so excited about this opportunity, thank you! Appreciate it",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,"this role sounds like a great fit, can't wait to get started.",really appreciate you...,9.2,0.6,pending,
EV-3be399ba4638,APP-02056,LOG-014402,2025-01-26 00:00:00,candidate_message,candidate_facing,"so excited about this opportunity, thank you! Appreciate it",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"this role sounds like a great fit, can't wait to get started.",really appreciate you...,9.2,0.6,pending,
EV-eadbf8dd65d5,APP-02056,LOG-014403,2025-01-29 00:00:00,candidate_message,candidate_facing,really appreciate you...,candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,"so excited about this opportunity, thank you! Appreciate it",,27.6,0.6,pending,
EV-458b90898d5f,APP-02058,LOG-014410,2024-09-27 00:00:00,candidate_message,candidate_facing,the rate is a little lower thna I was expecting honestly.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,,"Client interview wrapped up, awaiting scorecard.",9.4,0.6,pending,
EV-2b5bc5582fda,APP-02058,LOG-014412,2024-10-06 00:00:00,candidate_message,candidate_facing,"Hey, still thinking abut the comp, want to make sure the math works out. TY",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"Client interview wrapped up, awaiting scorecard.","can we revisit the pay rate, just to double check, it's close but not quite whee I need it.",94.0,0.6,pending,
EV-b11faacb82bd,APP-02058,LOG-014412,2024-10-06 00:00:00,candidate_message,candidate_facing,"Hey, still thinking abut the comp, want to make sure the math works out. TY",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,"Client interview wrapped up, awaiting scorecard.","can we revisit the pay rate, just to double check, it's close but not quite whee I need it.",94.0,0.6,pending,
EV-9408c3c0725b,APP-02058,LOG-014416,2024-10-17 00:00:00,candidate_message,candidate_facing,"Hi there, still thinking about the comp, want to make sure the math works out.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Candidate raised comp concerns. Walked through toal package again.,Canidate let us know they are no longer interested in moving forward.,56.2,0.6,pending,
EV-aa04e45286b6,APP-02058,LOG-014416,2024-10-17 00:00:00,candidate_message,candidate_facing,"Hi there, still thinking about the comp, want to make sure the math works out.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,Candidate raised comp concerns. Walked through toal package again.,Canidate let us know they are no longer interested in moving forward.,56.2,0.6,pending,
