evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-c6097010cc95,APP-01719,"Hey, just want to triple check the start date is still the date we discussed?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-ed7c1fb6cf4a,APP-01720,Client requested start date be pushed. Notified candidate.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-e4e449acd80f,APP-01720,"ok, and is this the final date or couuld it move again?",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-732ee1176784,APP-01720,"ok, and is this the final date or couuld it move again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-072e7c3bc674,APP-01720,"ok, and is this the final date or could it move again?",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-38c23fe1f10a,APP-01720,"ok, and is this the final date or could it move again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-7ed4c48275c2,APP-01720,"Godo afternoon, just want to plan accordingly - is this start date firm this time? TY",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-e7a3004c5ad9,APP-01720,Client requested start date be pushed. Notified candidate. No action needed at this time.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-dc5ace26466e,APP-01720,"Start date mved again per client request, candidate updated. Noted for the file.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-57898c06d0a6,APP-01720,just want to plan accordingly - is this start date firm this time?,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-6aa097f7a7d7,APP-01720,just want to plan accordingly - is this start date firm this time?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-1021b5bd3fad,APP-01721,"trying to work out my notice period, might psh the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-b1a1f86dee10,APP-01721,Discusseed notice period - candidate's current employer requesting longer transition. Will check in again in a few days.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-4ff6755a5812,APP-01721,"Hi there, trying to work out my notice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-05f183d5c759,APP-01721,"Hi there, trying to work out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-98e00ec1ca25,APP-01721,"my current empployer wants two weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-550f173409b8,APP-01721,Discussed notice period - candidate's current employer requesting longer transition.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-74929431bdcc,APP-01721,"Good afternoon, trying to work out my notiice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-f7973e66e653,APP-01721,"Good afternoon, trying to work out my notiice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-07b777988d05,APP-01721,"trying to work out my notiice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-34a13b6a4753,APP-01721,"trying to work out my notiice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-0e1bb86b8d45,APP-01721,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-ca470d239a69,APP-01721,"trying to work out my notice period, might push the staart date a bit. Appreciate it",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-8eef0f6c6dea,APP-01721,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-ddca3f7d8356,APP-01721,Discusseed notice period - candidate's current employer requesting longer transition. Will follow up early next week.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-680123ade2a0,APP-01722,"not totally sure how that interview went, kidn of it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-babde34461e9,APP-01722,"not totally sure how that interview went, I tihnk it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-322a1096f458,APP-01723,"Discussed shift schedlue concerns with candidate, checked with client on flexibility. No atcion needed at this time.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-6b9fc5c02bf5,APP-01723,"Update - discussed shift schedule concerns with candidate, checked wiith client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-a0ff57312ced,APP-01723,"Update - discussed shift schedule concerns with candidate, checked with client on flexibility. No action needed at this time.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-9ed470f00363,APP-01723,"Discussed shift schedule concersn with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-70496b0fa9e4,APP-01723,"Goood afternoon, is there any flexibility on the shift start time?",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-205f884bcf78,APP-01723,"Goood afternoon, is there any flexibility on the shift start time?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-45a583c3a7de,APP-01723,"Discussed shift schhedule concerns with candidate, checked wiith client on flexibility. No action needed at this time.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-fca4df1ba99f,APP-01723,"Discussed shift scehdule concerns with candidate, chcked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-f74ce00d1714,APP-01723,"Discussed shift schedule concerns wtih candidate, checked with client on flexibility. Keeping an eye on this one.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-7f4172db1cb5,APP-01726,"Discussed shift schedule concerns with candidate, checed with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-4e0e870bb7ee,APP-01726,"Quikc note - discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-2a143b58e718,APP-01726,"Hi, is there any flexibility on the shhift start time?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-b17d475a364d,APP-01726,wuold prefer day shift if that's possible at all.,schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-e65cfa77c3ad,APP-01726,"Discussed shift schedule concerns with candidate, checked wtih client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-c7e9f46246e7,APP-01726,"Hi there, is theere any flexibility on the shift start time?",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-b587f8610d78,APP-01726,"Hi there, is theere any flexibility on the shift start time?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-9260604ae126,APP-01726,"Good afternoon, is thre any flexibility on the shift start time?",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-002fe40b5f70,APP-01726,"Good afternoon, is thre any flexibility on the shift start time?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-59dcacc747b6,APP-01730,"Discussed candidate's family situation briefly, offered flexibility on start date. Keeping an eye on this one.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-0cc6fcea4f67,APP-01730,"Discussed candidate's family situation briefly, offered flexibility on start date.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-8bb62739a709,APP-01730,"Some things came up at home and I won't be able to move forward, sorry for the trouble.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,pending,,,,,,
EV-68cf8483e2e1,APP-01732,"Hi there, still witing on the paperwork, just to double check, jut makking sure nothing got lost.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-d6daac766c9f,APP-01732,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-5af53b494d30,APP-01732,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-a511ccd19223,APP-01732,"Hello, just checking, did the offer letter go out yet? Thanks!",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-9b69a9635420,APP-01732,Client running behind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-ca5ee28e18d5,APP-01732,Client running behind on offer letter generation. Kept candidate updated. Keeping an eye on this one.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-e408399aa896,APP-01732,Client running behind on offer letetr generation. Kept candidate updated. Will check in again in a few days.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-d505a6aae60a,APP-01732,"Per today's call, sent candidate an update on offer letter timeline, they were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-152db7194ad2,APP-01732,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-105a2fa8819c,APP-01732,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-58c999bbba97,APP-01733,"sounds good, just following up.",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-dce92fe8b202,APP-01734,"Good morning, still waiting on the paperwork, not sure if this matters but just making sure nothing got lost. Bset",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-0a9010d7353e,APP-01734,"Good morning, still waiting on the paperwork, not sure if this matters but just making sure nothing got lost. Bset",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-1cafcdcb0605,APP-01734,Client running behind on offer letter generation. Kept candidate updated.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-ed1123b4cd29,APP-01734,Client running behind on offer letter generation. Kept candidate updated.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-2280fa844d25,APP-01735,"great, see you then. TY",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-194c8799da18,APP-01735,"sounds good, thank...",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-7121b3c49042,APP-01737,can you clarify how mayn days onsite are expected?,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-76eaa53b37dd,APP-01737,can you clarify how mayn days onsite are expected?,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-1d1a5d3bfccc,APP-01737,can you clarify how mayn days onsite are expected?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-569e95166e6b,APP-01737,"Per today's call, clarified work arrangement with candidate, some confusion from job posting language. Will check in aagin in a few days.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-9d8322c2c738,APP-01737,"Per today's call, clarified work arrangement with candidate, some confusion from job posting language. Will check in aagin in a few days.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-9b3f336751fc,APP-01737,"thught this was hybrid, want...",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-b500aee4ed2e,APP-01737,"thoguht this was hybrid, watn to make sure I undeerstand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-6c85701c7cb3,APP-01737,"Candidate surprised by onsite expectation, discussed further with client.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-09db45f79876,APP-01737,"wait, is this fully remoote or do I need to come in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-a88b145d51a3,APP-01737,"wait, is this fully remoote or do I need to come in sometimes?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-de6e4511a446,APP-01737,"Goood morning, wait, is this fully remote or",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-dc7d3ff3f871,APP-01737,"thought this was hybrid, wnat to make sure I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-659dfc99c763,APP-01737,"thought this was hybrid, wnat to make sure I understand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-9fe6cb068089,APP-01737,"Candidate surprised by onsite expectation, discussed further with client. Wiill check in again in a few days.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-4e96c45c4cd0,APP-01737,"God afternoon, wait, is this fully remote or do I need to cme in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-317da89d2a63,APP-01737,"God afternoon, wait, is this fully remote or do I need to cme in sometimes?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-91648d1971e5,APP-01737,"Note: candidate surpised by onsite expectation, discussed furher with client. Will check in again in a few days.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-d140b43aa220,APP-01742,"so excited about ths opportunity, thank you!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-66b5778a9d05,APP-01742,"so excited about ths opportunity, thank you!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-846ec4dcd326,APP-01742,"Hi there, so excited about this opportunity, tank you! TY",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-a87a0422f513,APP-01742,"Hi there, so excited about this opportunity, tank you! TY",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-313600b048ce,APP-01742,"this role sounds like a great fit, can't wati to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-d6e70c778e92,APP-01743,sounds good,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-4b2c38066733,APP-01743,sounds good,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-070c5549cf9b,APP-01743,sounds good,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-3d0b6818f2ae,APP-01744,Update - candidate disclosed a parallel process with another firm. Discussed timeline expectations.,alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-2ee8ee7f3503,APP-01744,"Candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-8d10eca11fc1,APP-01745,"wanted to make sure I didn't misss any steps, following up again.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-f5dfdb66e9ff,APP-01746,"Candidate raised commute/transportation concern, discussed options. Nothing further to add right now.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-a5b95f7f2f06,APP-01746,"Candidae raised commute/transportation concern, discussed options. No action needed at this time.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-eb2879abf4df,APP-01746,"Hi, juust realized the commute is longer than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-e4a792118495,APP-01746,"Good morning, just realized the commute is longer than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-7d6b5e939801,APP-01746,"Candidate raised commute/transportation concern, disscussed options.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-03664f3d9050,APP-01746,"just realized the commute is lonnger than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-6370870dc7cb,APP-01746,"Good afternoon, traffic to that location is rough, stil deciding if it's manageable.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-2e0f82e7a56d,APP-01747,Candidate mentioned a conversation with their current manager on Tuesday's check-in. Later cited unrelated reason for withdrawal. Keeping an eye on this one.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-af140e581827,APP-01747,Candidate mentioned a conversation with their current manager on Tuesday's check-in. Later ciited unrelated reason for withdrawal.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-3bad980036b3,APP-01747,Candidate said compensation was 'not a concern' but asked abot job security three separate times. Will follow up early next week.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-32a8cfdc979f,APP-01750,"Hello, following up again - wanted to make suure everything is still on track. Appreciate it",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-d7865ab691ba,APP-01750,"Good morning, haven't heard anything in a while, just checking if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-8bc40ce5f61a,APP-01750,"sorry for the back and forth, any newws on next steps?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-625bcf18a8b8,APP-01750,"haven't heard anything in a while, just checking if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-6b4e34d4b293,APP-01750,"Good afternoon, haven't heard anything in a while, just cehcking if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-8cae5d262fa3,APP-01750,"one more question, any news on next steps? thx",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-d244382f3c28,APP-01750,"sorry for the back and forth, any news on nxt steps? Thanks!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-21a5fa4aebd1,APP-01751,"Good afternoon, just wanted to confirm agaain whether the start date is completely locked. TY",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-7e9f12a4b246,APP-01751,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-1f7bd7f55041,APP-01751,Sent onboarding checklist agaain per candidate request.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-c9a16c1d1fed,APP-01751,just wanted to confirm aggain whether the start date is coompletely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-3394dd5a750c,APP-01751,Sent onboarding checklist again per candidate request. Will follow up early next week.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-bd0dd48ace66,APP-01751,Sent onboarding checklist again per candidate request. Flagging for visibility.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-11d2ed3027f9,APP-01752,"Hey, trying to wrk out my notice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-8329912208d6,APP-01752,"Hey, trying to wrk out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-7e14dfb23e8d,APP-01752,"Per today's call, discussed notice period - candidate's current employer requesting longeer transition. Keeping an eye on this one.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-c475689d4e01,APP-01752,"my currnt employer wants one weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-d36a3db81924,APP-01753,"Hi there, thanks - anything else u need fom me?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-c900bc739f0a,APP-01754,Note: candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-1a257c9801d7,APP-01754,"Hello, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-23ac53c77f69,APP-01754,"great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-8c5ec402ace6,APP-01754,"great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-82c1efc04162,APP-01756,"Hello, got some news on the other role I mentioned, still deciding. Appreciate it",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-e75e086f5fc1,APP-01756,"Hello, got some news on the other role I mentioned, still deciding. Appreciate it",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-5cbeeee7937b,APP-01756,"have another opportunity moving along too, trying...",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-9703d77b6e2f,APP-01756,Candidate disclosed a parallel process with another firm. Dicussed timeline expectations.,alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-3ce5dd7b5d18,APP-01757,just wnated to confirm again whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-74559779c845,APP-01757,just wanted to confirm again whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-3a9b6b4cdbf8,APP-01757,"Candidate asked several onboarding logistics questions, answreed all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-eb3f5961539f,APP-01757,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-6d2e2ffb4987,APP-01757,Sent onboarding checklist again per candidate request.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-7a938701851d,APP-01757,wanted to double chek the parking/badge situation one more time.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-566a40bba55b,APP-01757,"Per today's call, candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-2c01198d6a04,APP-01757,"sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-d8a56f5674cd,APP-01757,"sorry to ask again, but what should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-d2ad03d10f92,APP-01759,Candidate said compensation was 'not a concern' but asked about job security three sepparate times. Noted for the file.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-0e749247b633,APP-01759,"still figuring some things out on my end, just to double check, nothing major.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-724a14f96ad8,APP-01759,Candidate said compensation was 'not a concern' but asked about job security three separate times. Flagging for visibility.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-d929b582f5e4,APP-01759,Candidate said compensation was 'not a concern' but asked about job security thee separate times. Will circle back if anything changes.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-9696810b1fdf,APP-01760,Quick nte - brief call - candidate said manager asked to speak with them again. Will follow up soon. Will circle back if anything changes.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-3f819b72fe7e,APP-01760,"Candidate hedging on timeline, referenced an internal conversation at current job.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-04a00cd8d1c4,APP-01760,Candidate mentioned current employer reached out. Sounded less certain today. Noted for the file.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-b11cbf516faf,APP-01761,"sounds good, thhank you!",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-4dd55f1f1f23,APP-01761,"Hi, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-c4e85cbcf1e3,APP-01769,"Good afternoon, I'm also in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-ec2516a1c32d,APP-01769,"FYI, candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-49c528e896c9,APP-01769,"I'm also in process with another company, wanted to be transparent about that. Thank you",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-6cb701b7cc4d,APP-01769,"Candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-02780d5832f5,APP-01769,"I'm also in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-858af05f5310,APP-01769,"Note: candidate mentioned competing process, seems to be weighing both. Will circle back if anything changes.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-e6b94d296752,APP-01770,Candidate confirmed all onboarding steps complete. No actino needed at this time.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-cdf14182e52c,APP-01770,"Goood morning, sounds good, thank you!",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-7ba9fcab3d63,APP-01770,"sounds good, thank you! Apprecite it",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-b72de7b48c65,APP-01770,Quick noe - candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-da0ab5e716ed,APP-01771,"things came up at my current job, ned a bit more time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-9e10d7d81b90,APP-01771,"Hello, my current manager wants to talk agian before I finalize anything.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-3db7c27e3ecb,APP-01771,"still sorting a few thigns internally, can I get back to you by end of week?",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-92c0ea8770e3,APP-01771,"still sorting a few thigns internally, can I get back to you by end of week?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-53f9e16aa858,APP-01771,"still sorting a few thigns internally, can I get back to you by end of week?",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-678332f71355,APP-01771,Brief cal - candidate said manager asked to speak with them again. Will follow up later today. Will follow up early next week.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-900399ab9041,APP-01771,my current manager wants to talk again before I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-e9e5fab70088,APP-01771,my current manager wanst to talk again before I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-ea765e7a5005,APP-01771,"Candidate hedging on timeline, referenced an internal conversation at current job. Will check in again in a few days.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-11ac27085202,APP-01771,"things came up at my current job, need a bit morre time to think. Thnks",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
