evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-83ee2c605e0f,4,4,False,1,False,False,medium,repeated_but_usable,exact text repeated 4x overall
EV-3f4f15191e19,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ce9311093c8b,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0b4893e5de48,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ae3c3c4764fc,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b4dd7c9d1ac3,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-ad21098e2178,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a7ada859ea5d,29,29,False,1,False,True,medium,likely_template,exact text repeated 29x overall; appears across 23 distinct applications (>= 8 treated as template-scale)
EV-177be9e62247,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-955dc94bbdbb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c8db266c5173,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1fdaefc5391d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f19134ddec62,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-42b88006bade,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a70730d56a30,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0b9b70f8b331,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-acdb470375b0,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-dffa6be5be25,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c69b827201f1,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a57020bffb81,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0bd721002d6a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a358fb883306,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-80ca9eb08adb,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fc867d8da400,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-143b44eeee4d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f43186a2d9ea,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5f631e489c8a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f25296c09cb0,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0aabe9c261bd,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ba2655efd594,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-993679420521,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c8a1a14f986a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b9e1513cbce2,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-14ad2037db26,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c2caa8e20104,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-11bdc81aa2d7,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b00c47f03bb6,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1b1a60f53da4,34,34,True,2,True,True,medium,same_application_duplicate,exact text repeated 34x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-b37242d5a0cb,34,34,True,2,True,True,medium,same_application_duplicate,exact text repeated 34x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-09210f49a01a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-96a84bb2de9e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d3a09a50f6f5,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6002b687465b,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7eb44f9bcbff,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-944bc258a5e7,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-1ccea74d5a51,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-d588dce08c2c,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-71ad7293319e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a4def8306b80,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-de80e478e8e3,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-29db8fb9622c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c719bf9152de,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-6e4f0226f964,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-977816c8c12f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-97d2881090de,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-37256cc31eca,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fdf0fe762cc1,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-4eb9862c8380,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ca6f81bee6cb,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-89809798f95c,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-150cfc6e0f23,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-fc4aa94f88b9,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-8f088ce3acd6,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-24bb0aacc1d6,17,17,False,1,False,True,medium,likely_template,exact text repeated 17x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-fec36edbaeef,13,13,False,1,False,True,medium,likely_template,exact text repeated 13x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-fe48bda07676,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-62bcf2f12d5a,21,21,False,1,False,True,medium,likely_template,exact text repeated 21x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-0c28bc6e8294,12,12,True,1,False,True,medium,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-40d8c7e6bb9b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-189c508bf8c1,12,12,True,1,False,True,medium,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-f103e6915acf,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-24e270b38dce,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5c6022fdadce,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-469d8c72610d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-724069bb0f00,16,16,True,2,True,False,high,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d191c8485422,16,16,True,2,True,False,high,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9fdba3207b4f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6d9b14cbbe2f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c8ce9d1f5cb6,16,16,True,2,True,False,high,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-be5eb3797aa8,16,16,True,2,True,False,high,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ebc153d0ccb5,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-962565b36b41,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-ff70d717deac,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-dc5ad2b8b8d2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2d4357c19749,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-d43d145ca854,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-73901ae8d75d,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-8e8e4a00441b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-285b960b1d75,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-64e1252c4ad8,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 19 distinct applications (>= 8 treated as template-scale)
EV-e852150c385e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0866798ed718,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0c27bfb8c0a5,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f5be71fe0db2,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e0633c93ba65,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 19 distinct applications (>= 8 treated as template-scale)
EV-371b43964f09,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 19 distinct applications (>= 8 treated as template-scale)
EV-35d51256684d,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-6e3ed674bb8f,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-5abe603aa158,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-2222b21c03c3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9e3861f1c055,18,18,True,2,True,True,medium,same_application_duplicate,exact text repeated 18x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-888bab7e26de,18,18,True,2,True,True,medium,same_application_duplicate,exact text repeated 18x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-bac7c12b53db,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-f2d68b02a301,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-7c76a0f74c4e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0052b0c828c8,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-6d026b6aad5d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4bfdd960d4df,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-4c545552098a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6514a71333cd,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a95410f6b7a5,16,16,True,2,True,False,high,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-97e68ef7c6e2,16,16,True,2,True,False,high,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9167d11f4c93,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f728e63c1ee3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-643b2fe32e66,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7d676922bafc,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c27223228868,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e974c28f106f,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e2e682052e77,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f9dee54ab641,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-57b28a67e950,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a843869b0ddf,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-467fe3740ee1,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d98b7c71e884,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ee182295b21e,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-0dd563ac2117,1,2,False,1,False,False,medium,unique,no notable duplication detected
EV-79b50fc9d5e0,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-24ad6fb33fc7,1,1,False,1,False,False,low,unique,no notable duplication detected
EV-2d35fa627ad1,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3096ba42e7ca,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fd297f7ee63e,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-e4fa2b72f300,3,3,True,1,False,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application
EV-e7fc7b9ea857,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-04687daf6f5e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d89ce1c2d083,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0149d658faad,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-67e514b73408,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ea0a01b3b5f0,3,3,True,1,False,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application
EV-c61053f0a366,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ef805bcec106,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-00dd3dc4c4cc,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d9a981423460,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c0f065c49f53,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f27debbc4934,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-94f3dbc7e5cc,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-cb69f07732ae,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-385d3e49cfcd,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-dd1f48baef10,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-73d0a4b38ac3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-eade44e8bb1a,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-63f2fae875e8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-bc519c282ff6,14,14,False,1,False,True,medium,likely_template,exact text repeated 14x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-cccb8eb4cf97,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ea9e465dd24f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-fbc025d6599f,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 18 distinct applications (>= 8 treated as template-scale)
EV-e03e53051605,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 18 distinct applications (>= 8 treated as template-scale)
EV-b1d8c5433ec4,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-cd0a7f70f4ee,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7fdd89f1fdb7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-fb857db83f10,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8824a97000cf,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-98fc18ce42fa,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-608873fe694b,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-75977e7ae1aa,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9673192e013a,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-af83ec8fa25d,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c189bdfde42e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2f2f517c8292,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-53c82e415ca2,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 10 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-fa475b53321f,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 10 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-fc8f75a261cc,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-c506243fe763,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a8357bc906ee,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6a5b8ff410f8,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-344644837c14,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-2ff0985c2375,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-928b5c4c7eb6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-39778c7c72e3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-36b03ecd997c,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-d63a53c15cc7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-affeaf1efa9a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b67a1e011556,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-092debbda1df,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 10 distinct applications (>= 8 treated as template-scale)
EV-68743774d6e7,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-90ad078ce657,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-646efc6de0af,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-fd19c8b8b8cc,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-59828c9dabfd,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-22d811c1ca1c,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-4a304c20c91c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ba609d4c574c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-bf87ff0a427d,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-aa969b098b4d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b39fc56a093a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-96828b3ad744,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-379c8bed66f8,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 12 distinct applications (>= 8 treated as template-scale)
EV-f38c08459e97,36,36,False,1,False,True,medium,likely_template,exact text repeated 36x overall; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-8be5d07bee2c,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-f631dabba244,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-3b8aefe8d2d6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-890370a25fe6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-df50f4b343f1,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-3d1855bd6c30,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-fca95ba31854,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-00c7f86fadb0,5,5,False,1,False,False,medium,repeated_but_usable,exact text repeated 5x overall
EV-a198c0a2106f,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-400453cb3df7,31,31,False,1,False,True,medium,likely_template,exact text repeated 31x overall; appears across 28 distinct applications (>= 8 treated as template-scale)
EV-b217d29eeeb0,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-854601f151ca,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-c9e232758127,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-0522ae77521d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f2b1bab3d449,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-27b0693a100e,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5a6d2416b307,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-40658ae20f84,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-19a4645901f4,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ba517b88ddb6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-415090aaa5ff,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 11 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-1b7027ff09c6,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 11 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-b8c0b266dbad,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-75290e728d84,3,3,False,1,False,False,medium,repeated_but_usable,exact text repeated 3x overall
EV-6cd1b2066eb8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d391bfe02f99,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f38a842b3628,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-8421ebeeff5d,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-aa0ac343ba26,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2ec2cc0971b4,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e664788fa75d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2d7436820c3e,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 9 distinct applications (>= 8 treated as template-scale)
EV-07203abb67a9,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8dcd4681e855,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2da62a181dc7,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-10571ef19a99,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-815e7d8772a2,24,24,True,1,False,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-d82f44e6a680,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fa1bb6d89903,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6b182ec8fdfb,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a1fcf5e6ca5d,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e333757e638d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
